Goal,Target,Indicator,Country,Year,Value,Education Level,Location,Nature,Quartile,Sex
4,4.1,4.1.2,China,2016,93.17,LOWSEC,URBAN,C,Q2,MALE
4,4.1,4.1.2,China,2016,94.15,LOWSEC,ALLAREA,C,_T,FEMALE
4,4.1,4.1.2,China,2016,87.01,LOWSEC,ALLAREA,C,_T,MALE
4,4.1,4.1.2,China,2016,100,PRIMAR,URBAN,C,Q5,MALE
4,4.1,4.1.2,China,2016,100,PRIMAR,URBAN,C,Q5,FEMALE
4,4.1,4.1.2,China,2016,94.25,PRIMAR,URBAN,C,Q4,MALE
4,4.1,4.1.2,China,2016,100,PRIMAR,URBAN,C,Q5,BOTHSEX
4,4.1,4.1.2,China,2016,90.58,LOWSEC,ALLAREA,C,_T,BOTHSEX
4,4.1,4.1.2,China,2016,71.13,UPPSEC,URBAN,C,Q3,MALE
4,4.1,4.1.2,China,2016,61.23,UPPSEC,ALLAREA,C,_T,BOTHSEX
4,4.1,4.1.2,China,2016,61.05,UPPSEC,URBAN,C,Q4,MALE
4,4.1,4.1.2,China,2016,41.37,UPPSEC,RURAL,C,Q2,MALE
4,4.1,4.1.2,China,2016,52.9,UPPSEC,RURAL,C,Q1,FEMALE
4,4.1,4.1.2,China,2016,63.05,UPPSEC,RURAL,C,Q2,FEMALE
4,4.1,4.1.2,China,2016,49.56,UPPSEC,RURAL,C,Q1,BOTHSEX
4,4.1,4.1.2,China,2016,74.16,UPPSEC,URBAN,C,Q5,BOTHSEX
4,4.1,4.1.2,China,2016,66.8,UPPSEC,ALLAREA,C,Q4,FEMALE
4,4.1,4.1.2,China,2016,55.86,UPPSEC,ALLAREA,C,_T,MALE
4,4.1,4.1.2,China,2016,80.84,UPPSEC,URBAN,C,Q2,MALE
4,4.1,4.1.2,China,2016,62.43,UPPSEC,ALLAREA,C,Q5,MALE
4,4.1,4.1.2,China,2016,52.02,UPPSEC,ALLAREA,C,Q2,MALE
4,4.1,4.1.2,China,2016,60.51,UPPSEC,ALLAREA,C,Q4,BOTHSEX
4,4.1,4.1.2,China,2016,72.74,UPPSEC,URBAN,C,_T,FEMALE
4,4.1,4.1.2,China,2016,54.79,UPPSEC,RURAL,C,Q5,MALE
4,4.1,4.1.2,China,2016,71.19,UPPSEC,RURAL,C,Q5,FEMALE
4,4.1,4.1.2,China,2016,64.75,UPPSEC,ALLAREA,C,Q3,BOTHSEX
4,4.1,4.1.2,China,2016,55.09,UPPSEC,ALLAREA,C,Q4,MALE
4,4.1,4.1.2,China,2016,50.34,UPPSEC,RURAL,C,Q4,MALE
4,4.1,4.1.2,China,2016,62.07,UPPSEC,RURAL,C,Q5,BOTHSEX
4,4.1,4.1.2,China,2016,68.12,UPPSEC,URBAN,C,_T,MALE
4,4.1,4.1.2,China,2016,93,PRIMAR,RURAL,C,_T,BOTHSEX
4,4.1,4.1.2,China,2016,97.54,PRIMAR,ALLAREA,C,Q5,BOTHSEX
4,4.1,4.1.2,China,2016,95.31,PRIMAR,ALLAREA,C,Q5,MALE
4,4.1,4.1.2,China,2016,94.04,PRIMAR,RURAL,C,Q3,MALE
4,4.1,4.1.2,China,2016,87.29,PRIMAR,RURAL,C,Q1,MALE
4,4.1,4.1.2,China,2016,94.39,PRIMAR,RURAL,C,Q1,FEMALE
4,4.1,4.1.2,China,2016,90.66,PRIMAR,RURAL,C,Q1,BOTHSEX
4,4.1,4.1.2,China,2016,97.16,PRIMAR,URBAN,C,Q2,FEMALE
4,4.1,4.1.2,China,2016,99.86,PRIMAR,URBAN,C,Q2,MALE
4,4.1,4.1.2,China,2016,99.31,PRIMAR,URBAN,C,Q1,MALE
4,4.1,4.1.2,China,2016,98.42,PRIMAR,URBAN,C,Q2,BOTHSEX
4,4.1,4.1.2,China,2016,93.53,PRIMAR,URBAN,C,Q3,MALE
4,4.1,4.1.2,China,2016,96.96,PRIMAR,URBAN,C,Q4,BOTHSEX
4,4.1,4.1.2,China,2017,50.6,UPPSEC,ALLAREA,E,_T,MALE
4,4.1,4.1.2,China,2017,94.9,PRIMAR,ALLAREA,E,_T,BOTHSEX
4,4.1,4.1.2,China,2017,96.7,PRIMAR,ALLAREA,E,_T,FEMALE
4,4.1,4.1.2,China,2017,94.3,PRIMAR,ALLAREA,E,_T,MALE
4,4.1,4.1.2,China,2017,57,UPPSEC,ALLAREA,E,_T,BOTHSEX
4,4.1,4.1.2,China,2017,61.6,UPPSEC,ALLAREA,E,_T,FEMALE
4,4.1,4.1.2,China,2017,84.79999,LOWSEC,ALLAREA,E,_T,BOTHSEX
4,4.1,4.1.2,China,2017,81.6,LOWSEC,ALLAREA,E,_T,MALE
4,4.1,4.1.2,China,2017,90.6,LOWSEC,ALLAREA,E,_T,FEMALE
4,4.1,4.1.2,China,2018,91.39999,LOWSEC,ALLAREA,E,_T,FEMALE
4,4.1,4.1.2,China,2018,82,LOWSEC,ALLAREA,E,_T,MALE
4,4.1,4.1.2,China,2018,85.39999,LOWSEC,ALLAREA,E,_T,BOTHSEX
4,4.1,4.1.2,China,2018,62.7,UPPSEC,ALLAREA,E,_T,FEMALE
4,4.1,4.1.2,China,2018,57.7,UPPSEC,ALLAREA,E,_T,BOTHSEX
4,4.1,4.1.2,China,2018,94.5,PRIMAR,ALLAREA,E,_T,MALE
4,4.1,4.1.2,China,2018,96.9,PRIMAR,ALLAREA,E,_T,FEMALE
4,4.1,4.1.2,China,2018,95.20001,PRIMAR,ALLAREA,E,_T,BOTHSEX
4,4.1,4.1.2,China,2018,51.1,UPPSEC,ALLAREA,E,_T,MALE
4,4.1,4.1.2,China,2019,51.6,UPPSEC,ALLAREA,E,_T,MALE
4,4.1,4.1.2,China,2019,58.5,UPPSEC,ALLAREA,E,_T,BOTHSEX
4,4.1,4.1.2,China,2019,63.7,UPPSEC,ALLAREA,E,_T,FEMALE
4,4.1,4.1.2,China,2019,86,LOWSEC,ALLAREA,E,_T,BOTHSEX
4,4.1,4.1.2,China,2019,82.4,LOWSEC,ALLAREA,E,_T,MALE
4,4.1,4.1.2,China,2019,92,LOWSEC,ALLAREA,E,_T,FEMALE
4,4.1,4.1.2,China,2019,95.4,PRIMAR,ALLAREA,E,_T,BOTHSEX
4,4.1,4.1.2,China,2019,97.2,PRIMAR,ALLAREA,E,_T,FEMALE
4,4.1,4.1.2,China,2019,94.6,PRIMAR,ALLAREA,E,_T,MALE
4,4.1,4.1.2,China,2020,94.8,PRIMAR,ALLAREA,E,_T,MALE
4,4.1,4.1.2,China,2020,59.3,UPPSEC,ALLAREA,E,_T,BOTHSEX
4,4.1,4.1.2,China,2020,52.1,UPPSEC,ALLAREA,E,_T,MALE
4,4.1,4.1.2,China,2020,97.39999,PRIMAR,ALLAREA,E,_T,FEMALE
4,4.1,4.1.2,China,2020,95.6,PRIMAR,ALLAREA,E,_T,BOTHSEX
4,4.1,4.1.2,China,2020,92.6,LOWSEC,ALLAREA,E,_T,FEMALE
4,4.1,4.1.2,China,2020,82.9,LOWSEC,ALLAREA,E,_T,MALE
4,4.1,4.1.2,China,2020,86.5,LOWSEC,ALLAREA,E,_T,BOTHSEX
4,4.1,4.1.2,China,2020,64.8,UPPSEC,ALLAREA,E,_T,FEMALE
